Id,SleepDay,TotalSleepRecords,TotalHourAsleep,TotalHourInBed,HoursAwakeInBed,DayName,TotalMinutesAsleep,TotalTimeInBed,MinutesAwakeInBed
3977333714,"2016-04-30 00:00:00",1,3.95,6.36667,2.41667,Saturday,237,382,145
3977333714,"2016-05-01 00:00:00",1,6.38333,10.4333,4.05,Sunday,383,626,243
3977333714,"2016-05-02 00:00:00",1,3.83333,6.4,2.56667,Monday,230,384,154
3977333714,"2016-05-03 00:00:00",1,4.86667,8.33333,3.46667,Tuesday,292,500,208
3977333714,"2016-05-04 00:00:00",1,3.55,5.6,2.05,Wednesday,213,336,123
3977333714,"2016-05-05 00:00:00",1,5.3,8,2.7,Thursday,318,480,162
3977333714,"2016-05-06 00:00:00",1,5.38333,8.53333,3.15,Friday,323,512,189
3977333714,"2016-05-07 00:00:00",1,3.95,7.38333,3.43333,Saturday,237,443,206
3977333714,"2016-05-08 00:00:00",2,4.31667,7.6,3.28333,Sunday,259,456,197
3977333714,"2016-05-10 00:00:00",1,5.2,7.53333,2.33333,Tuesday,312,452,140
4020332650,"2016-04-12 00:00:00",1,8.35,9.01667,0.666667,Tuesday,501,541,40
4020332650,"2016-04-16 00:00:00",1,1.28333,1.28333,0,Saturday,77,77,0
4020332650,"2016-05-03 00:00:00",1,5.36667,5.53333,0.166667,Tuesday,322,332,10
4020332650,"2016-05-04 00:00:00",1,7.96667,8.93333,0.966667,Wednesday,478,536,58
4020332650,"2016-05-05 00:00:00",1,3.76667,4.13333,0.366667,Thursday,226,248,22
4020332650,"2016-05-06 00:00:00",1,6.41667,6.8,0.383333,Friday,385,408,23
4020332650,"2016-05-08 00:00:00",1,6.06667,6.7,0.633333,Sunday,364,402,38
4020332650,"2016-05-10 00:00:00",1,7.36667,8.23333,0.866667,Tuesday,442,494,52
4319703577,"2016-04-14 00:00:00",1,8.91667,9.28333,0.366667,Thursday,535,557,22
4319703577,"2016-04-15 00:00:00",1,7.75,8.18333,0.433333,Friday,465,491,26
4319703577,"2016-04-16 00:00:00",1,8.43333,8.7,0.266667,Saturday,506,522,16
4319703577,"2016-04-18 00:00:00",1,8.58333,9.18333,0.6,Monday,515,551,36
4319703577,"2016-04-19 00:00:00",2,7.68333,8.3,0.616667,Tuesday,461,498,37
4319703577,"2016-04-20 00:00:00",1,8.71667,9.05,0.333333,Wednesday,523,543,20
4319703577,"2016-04-21 00:00:00",1,0.983333,1.08333,0.1,Thursday,59,65,6
4319703577,"2016-04-22 00:00:00",1,8.88333,9.16667,0.283333,Friday,533,550,17
4319703577,"2016-04-23 00:00:00",1,11.5333,12.0333,0.5,Saturday,692,722,30
4319703577,"2016-04-24 00:00:00",1,7.78333,8.35,0.566667,Sunday,467,501,34
4319703577,"2016-04-25 00:00:00",1,8.13333,8.43333,0.3,Monday,488,506,18
4319703577,"2016-04-26 00:00:00",1,8.41667,8.6,0.183333,Tuesday,505,516,11
4319703577,"2016-04-27 00:00:00",1,4.76667,5.11667,0.35,Wednesday,286,307,21
4319703577,"2016-04-28 00:00:00",1,8.28333,8.7,0.416667,Thursday,497,522,25
4319703577,"2016-04-29 00:00:00",1,8.71667,9.1,0.383333,Friday,523,546,23
4319703577,"2016-04-30 00:00:00",1,8.16667,8.6,0.433333,Saturday,490,516,26
4319703577,"2016-05-01 00:00:00",1,8.06667,8.33333,0.266667,Sunday,484,500,16
4319703577,"2016-05-02 00:00:00",1,7.96667,8.43333,0.466667,Monday,478,506,28
4319703577,"2016-05-03 00:00:00",1,7.9,8.53333,0.633333,Tuesday,474,512,38
4319703577,"2016-05-06 00:00:00",1,7.5,8.18333,0.683333,Friday,450,491,41
4319703577,"2016-05-07 00:00:00",1,8.45,8.83333,0.383333,Saturday,507,530,23
4319703577,"2016-05-08 00:00:00",1,10.0333,10.6333,0.6,Sunday,602,638,36
4319703577,"2016-05-09 00:00:00",1,8.91667,9.41667,0.5,Monday,535,565,30
4319703577,"2016-05-10 00:00:00",1,8.11667,8.61667,0.5,Tuesday,487,517,30
4319703577,"2016-05-11 00:00:00",1,8.81667,9.3,0.483333,Wednesday,529,558,29
4319703577,"2016-05-12 00:00:00",1,5.03333,5.35,0.316667,Thursday,302,321,19
4388161847,"2016-04-15 00:00:00",1,8.31667,8.76667,0.45,Friday,499,526,27
4388161847,"2016-04-16 00:00:00",2,7.1,7.46667,0.366667,Saturday,426,448,22
4388161847,"2016-04-17 00:00:00",2,10.3167,10.6833,0.366667,Sunday,619,641,22
4388161847,"2016-04-18 00:00:00",1,1.65,1.73333,0.0833333,Monday,99,104,5
4388161847,"2016-04-19 00:00:00",1,5.48333,5.63333,0.15,Tuesday,329,338,9
4388161847,"2016-04-20 00:00:00",1,7.01667,7.51667,0.5,Wednesday,421,451,30
4388161847,"2016-04-21 00:00:00",1,7.36667,7.63333,0.266667,Thursday,442,458,16
4388161847,"2016-04-22 00:00:00",1,1.36667,1.41667,0.05,Friday,82,85,3
4388161847,"2016-04-23 00:00:00",1,7.96667,8.35,0.383333,Saturday,478,501,23
4388161847,"2016-04-24 00:00:00",3,9.2,9.91667,0.716667,Sunday,552,595,43
4388161847,"2016-04-26 00:00:00",1,5.31667,5.76667,0.45,Tuesday,319,346,27
4388161847,"2016-04-27 00:00:00",1,7.31667,8.33333,1.01667,Wednesday,439,500,61
4388161847,"2016-04-28 00:00:00",1,7.13333,7.63333,0.5,Thursday,428,458,30
4388161847,"2016-04-30 00:00:00",2,6.81667,7.16667,0.35,Saturday,409,430,21
4388161847,"2016-05-01 00:00:00",1,9.11667,9.95,0.833333,Sunday,547,597,50
4388161847,"2016-05-02 00:00:00",2,6.13333,6.26667,0.133333,Monday,368,376,8
4388161847,"2016-05-04 00:00:00",1,6.5,6.9,0.4,Wednesday,390,414,24
4388161847,"2016-05-05 00:00:00",1,7.85,8.25,0.4,Thursday,471,495,24
4388161847,"2016-05-07 00:00:00",1,7.86667,8.26667,0.4,Saturday,472,496,24
4388161847,"2016-05-08 00:00:00",2,8.81667,9.01667,0.2,Sunday,529,541,12
4388161847,"2016-05-09 00:00:00",1,1.03333,1.08333,0.05,Monday,62,65,3
4388161847,"2016-05-10 00:00:00",1,5.9,6.25,0.35,Tuesday,354,375,21
4388161847,"2016-05-11 00:00:00",1,7.81667,8.23333,0.416667,Wednesday,469,494,25
4445114986,"2016-04-12 00:00:00",2,7.15,7.61667,0.466667,Tuesday,429,457,28
4445114986,"2016-04-13 00:00:00",2,6.16667,6.76667,0.6,Wednesday,370,406,36
4445114986,"2016-04-14 00:00:00",1,7.35,8.2,0.85,Thursday,441,492,51
4445114986,"2016-04-15 00:00:00",2,5.61667,6.31667,0.7,Friday,337,379,42
4445114986,"2016-04-16 00:00:00",1,7.7,8.31667,0.616667,Saturday,462,499,37
4445114986,"2016-04-17 00:00:00",1,1.63333,1.78333,0.15,Sunday,98,107,9
4445114986,"2016-04-19 00:00:00",2,6.46667,7.06667,0.6,Tuesday,388,424,36
4445114986,"2016-04-20 00:00:00",1,7.31667,7.7,0.383333,Wednesday,439,462,23
4445114986,"2016-04-21 00:00:00",1,7.26667,7.81667,0.55,Thursday,436,469,33
4445114986,"2016-04-22 00:00:00",1,6.46667,6.95,0.483333,Friday,388,417,29
4445114986,"2016-04-25 00:00:00",1,5.46667,5.75,0.283333,Monday,328,345,17
4445114986,"2016-04-26 00:00:00",2,5.88333,6.51667,0.633333,Tuesday,353,391,38
4445114986,"2016-04-27 00:00:00",1,5.53333,6.23333,0.7,Wednesday,332,374,42
4445114986,"2016-04-28 00:00:00",1,6.98333,7.36667,0.383333,Thursday,419,442,23
4445114986,"2016-04-29 00:00:00",1,1.76667,1.8,0.0333333,Friday,106,108,2
4445114986,"2016-04-30 00:00:00",1,5.36667,5.88333,0.516667,Saturday,322,353,31
4445114986,"2016-05-01 00:00:00",2,7.31667,7.65,0.333333,Sunday,439,459,20
4445114986,"2016-05-02 00:00:00",1,8.36667,9.03333,0.666667,Monday,502,542,40
4445114986,"2016-05-03 00:00:00",2,6.95,7.5,0.55,Tuesday,417,450,33
4445114986,"2016-05-04 00:00:00",2,5.61667,6.05,0.433333,Wednesday,337,363,26
4445114986,"2016-05-05 00:00:00",2,7.7,8.55,0.85,Thursday,462,513,51
4445114986,"2016-05-06 00:00:00",2,6.23333,6.7,0.466667,Friday,374,402,28
4445114986,"2016-05-07 00:00:00",2,6.68333,7.26667,0.583333,Saturday,401,436,35
4445114986,"2016-05-08 00:00:00",1,6.01667,6.51667,0.5,Sunday,361,391,30
4445114986,"2016-05-09 00:00:00",1,7.61667,8.88333,1.26667,Monday,457,533,76
4445114986,"2016-05-10 00:00:00",1,6.75,7.1,0.35,Tuesday,405,426,21
4445114986,"2016-05-11 00:00:00",1,8.31667,8.83333,0.516667,Wednesday,499,530,31
4445114986,"2016-05-12 00:00:00",1,8.05,8.35,0.3,Thursday,483,501,18
4558609924,"2016-04-21 00:00:00",1,2.1,2.28333,0.183333,Thursday,126,137,11
4558609924,"2016-04-26 00:00:00",1,1.71667,2.01667,0.3,Tuesday,103,121,18
4558609924,"2016-04-29 00:00:00",1,2.85,2.98333,0.133333,Friday,171,179,8
4558609924,"2016-05-01 00:00:00",1,1.91667,2.15,0.233333,Sunday,115,129,14
4558609924,"2016-05-08 00:00:00",1,2.05,2.23333,0.183333,Sunday,123,134,11
4702921684,"2016-04-12 00:00:00",1,7.08333,7.31667,0.233333,Tuesday,425,439,14
4702921684,"2016-04-13 00:00:00",2,6.66667,7.16667,0.5,Wednesday,400,430,30
4702921684,"2016-04-14 00:00:00",1,6.4,6.91667,0.516667,Thursday,384,415,31
4702921684,"2016-04-15 00:00:00",1,4.21667,4.28333,0.0666667,Friday,253,257,4
4702921684,"2016-04-16 00:00:00",2,6.36667,6.76667,0.4,Saturday,382,406,24
4702921684,"2016-04-17 00:00:00",1,9.85,10.2,0.35,Sunday,591,612,21
4702921684,"2016-04-18 00:00:00",1,4.88333,5.2,0.316667,Monday,293,312,19
4702921684,"2016-04-19 00:00:00",1,7.61667,8.11667,0.5,Tuesday,457,487,30
4702921684,"2016-04-20 00:00:00",1,7.56667,7.8,0.233333,Wednesday,454,468,14
4702921684,"2016-04-21 00:00:00",1,7.08333,7.23333,0.15,Thursday,425,434,9
4702921684,"2016-04-23 00:00:00",1,7.75,7.91667,0.166667,Saturday,465,475,10
4702921684,"2016-04-24 00:00:00",1,8,8.43333,0.433333,Sunday,480,506,26
4702921684,"2016-04-25 00:00:00",1,6.16667,6.33333,0.166667,Monday,370,380,10
4702921684,"2016-04-26 00:00:00",1,7.01667,7.15,0.133333,Tuesday,421,429,8
4702921684,"2016-04-27 00:00:00",1,7.2,7.48333,0.283333,Wednesday,432,449,17
4702921684,"2016-04-28 00:00:00",1,7.36667,7.68333,0.316667,Thursday,442,461,19
4702921684,"2016-04-29 00:00:00",1,7.21667,7.45,0.233333,Friday,433,447,14
4702921684,"2016-04-30 00:00:00",1,7.98333,8.35,0.366667,Saturday,479,501,22
4702921684,"2016-05-03 00:00:00",1,5.45,6.21667,0.766667,Tuesday,327,373,46
4702921684,"2016-05-04 00:00:00",1,6.86667,7.23333,0.366667,Wednesday,412,434,22
4702921684,"2016-05-05 00:00:00",1,6.9,7.13333,0.233333,Thursday,414,428,14
4702921684,"2016-05-06 00:00:00",1,6.73333,7.48333,0.75,Friday,404,449,45
4702921684,"2016-05-07 00:00:00",1,8.66667,9.05,0.383333,Saturday,520,543,23
4702921684,"2016-05-09 00:00:00",1,7.25,7.63333,0.383333,Monday,435,458,23
4702921684,"2016-05-10 00:00:00",1,6.93333,7.18333,0.25,Tuesday,416,431,15
4702921684,"2016-05-11 00:00:00",1,5.9,6.1,0.2,Wednesday,354,366,12
4702921684,"2016-05-12 00:00:00",1,6.73333,7.36667,0.633333,Thursday,404,442,38
5553957443,"2016-04-12 00:00:00",1,7.35,7.73333,0.383333,Tuesday,441,464,23
5553957443,"2016-04-13 00:00:00",2,7.58333,8.13333,0.55,Wednesday,455,488,33
5553957443,"2016-04-14 00:00:00",1,5.95,6.96667,1.01667,Thursday,357,418,61
5553957443,"2016-04-15 00:00:00",1,6.28333,6.81667,0.533333,Friday,377,409,32
5553957443,"2016-04-16 00:00:00",2,10.85,11.4333,0.583333,Saturday,651,686,35
5553957443,"2016-04-17 00:00:00",1,5.83333,6.7,0.866667,Sunday,350,402,52
5553957443,"2016-04-18 00:00:00",2,8.66667,9.01667,0.35,Monday,520,541,21
5553957443,"2016-04-19 00:00:00",1,5.95,6.83333,0.883333,Tuesday,357,410,53
5553957443,"2016-04-20 00:00:00",1,10.9667,11.3,0.333333,Wednesday,658,678,20
5553957443,"2016-04-21 00:00:00",1,6.65,7.18333,0.533333,Thursday,399,431,32
5553957443,"2016-04-22 00:00:00",1,5.36667,5.88333,0.516667,Friday,322,353,31
5553957443,"2016-04-23 00:00:00",2,10.5167,12.0833,1.56667,Saturday,631,725,94
5553957443,"2016-04-24 00:00:00",2,9.21667,10.6667,1.45,Sunday,553,640,87
5553957443,"2016-04-25 00:00:00",1,7.21667,7.8,0.583333,Monday,433,468,35
5553957443,"2016-04-26 00:00:00",1,6.86667,7.55,0.683333,Tuesday,412,453,41
5553957443,"2016-04-27 00:00:00",1,5.78333,6.51667,0.733333,Wednesday,347,391,44
5553957443,"2016-04-28 00:00:00",1,7.01667,7.61667,0.6,Thursday,421,457,36
5553957443,"2016-04-29 00:00:00",1,7.5,8.25,0.75,Friday,450,495,45
5553957443,"2016-04-30 00:00:00",2,12.9167,14.05,1.13333,Saturday,775,843,68
5553957443,"2016-05-01 00:00:00",2,10.3667,11.4333,1.06667,Sunday,622,686,64
5553957443,"2016-05-02 00:00:00",1,6.81667,7.85,1.03333,Monday,409,471,62
5553957443,"2016-05-03 00:00:00",1,6.33333,7.15,0.816667,Tuesday,380,429,49
5553957443,"2016-05-04 00:00:00",1,7.45,7.83333,0.383333,Wednesday,447,470,23
5553957443,"2016-05-05 00:00:00",1,6.98333,7.73333,0.75,Thursday,419,464,45
5553957443,"2016-05-06 00:00:00",1,6.66667,7.23333,0.566667,Friday,400,434,34
5553957443,"2016-05-07 00:00:00",1,7.36667,7.83333,0.466667,Saturday,442,470,28
5553957443,"2016-05-08 00:00:00",1,9.46667,10.1333,0.666667,Sunday,568,608,40
5553957443,"2016-05-09 00:00:00",1,7.55,8.23333,0.683333,Monday,453,494,41
5553957443,"2016-05-10 00:00:00",1,6.96667,7.38333,0.416667,Tuesday,418,443,25
5553957443,"2016-05-11 00:00:00",1,7.71667,8.1,0.383333,Wednesday,463,486,23
5553957443,"2016-05-12 00:00:00",1,7.3,7.91667,0.616667,Thursday,438,475,37
5577150313,"2016-04-12 00:00:00",1,6.98333,7.3,0.316667,Tuesday,419,438,19
5577150313,"2016-04-13 00:00:00",1,7.2,7.63333,0.433333,Wednesday,432,458,26
5577150313,"2016-04-14 00:00:00",1,7.95,8.28333,0.333333,Thursday,477,497,20
5577150313,"2016-04-15 00:00:00",1,6.53333,6.88333,0.35,Friday,392,413,21
5577150313,"2016-04-16 00:00:00",1,6.76667,7.41667,0.65,Saturday,406,445,39
5577150313,"2016-04-17 00:00:00",1,9.15,9.71667,0.566667,Sunday,549,583,34
5577150313,"2016-04-18 00:00:00",1,8.78333,9.21667,0.433333,Monday,527,553,26
5577150313,"2016-04-19 00:00:00",1,7.48333,7.75,0.266667,Tuesday,449,465,16
5577150313,"2016-04-20 00:00:00",1,7.45,8,0.55,Wednesday,447,480,33
5577150313,"2016-04-21 00:00:00",1,6.9,7.28333,0.383333,Thursday,414,437,23
5577150313,"2016-04-22 00:00:00",1,5.63333,6.1,0.466667,Friday,338,366,28
5577150313,"2016-04-23 00:00:00",1,6.4,6.7,0.3,Saturday,384,402,18
5577150313,"2016-04-24 00:00:00",1,9.05,10.25,1.2,Sunday,543,615,72
5577150313,"2016-04-25 00:00:00",1,7.01667,7.68333,0.666667,Monday,421,461,40
5577150313,"2016-04-26 00:00:00",1,5.9,6.28333,0.383333,Tuesday,354,377,23
5577150313,"2016-04-27 00:00:00",1,7.06667,7.53333,0.466667,Wednesday,424,452,28
5577150313,"2016-04-28 00:00:00",1,6.01667,6.2,0.183333,Thursday,361,372,11
5577150313,"2016-04-29 00:00:00",1,7.65,8.08333,0.433333,Friday,459,485,26
5577150313,"2016-04-30 00:00:00",1,6.86667,7.21667,0.35,Saturday,412,433,21
5577150313,"2016-05-01 00:00:00",1,6.31667,6.63333,0.316667,Sunday,379,398,19
5577150313,"2016-05-02 00:00:00",2,8.75,9.21667,0.466667,Monday,525,553,28
5577150313,"2016-05-03 00:00:00",1,8.46667,9.05,0.583333,Tuesday,508,543,35
5577150313,"2016-05-04 00:00:00",1,10.05,10.5667,0.516667,Wednesday,603,634,31
5577150313,"2016-05-05 00:00:00",1,1.23333,1.3,0.0666667,Thursday,74,78,4
5577150313,"2016-05-10 00:00:00",1,8.4,9.36667,0.966667,Tuesday,504,562,58
5577150313,"2016-05-11 00:00:00",1,7.18333,7.93333,0.75,Wednesday,431,476,45
6117666160,"2016-04-16 00:00:00",1,6.33333,6.63333,0.3,Saturday,380,398,18
6117666160,"2016-04-17 00:00:00",2,5.6,5.83333,0.233333,Sunday,336,350,14
6117666160,"2016-04-18 00:00:00",2,8.21667,8.5,0.283333,Monday,493,510,17
6117666160,"2016-04-19 00:00:00",1,7.75,8.2,0.45,Tuesday,465,492,27
6117666160,"2016-04-20 00:00:00",1,7.9,8.36667,0.466667,Wednesday,474,502,28
6117666160,"2016-04-21 00:00:00",1,8.46667,9.16667,0.7,Thursday,508,550,42
6117666160,"2016-04-22 00:00:00",1,8,9.1,1.1,Friday,480,546,66
6117666160,"2016-04-23 00:00:00",1,8.2,8.98333,0.783333,Saturday,492,539,47
6117666160,"2016-04-24 00:00:00",1,5.88333,6.11667,0.233333,Sunday,353,367,14
6117666160,"2016-04-27 00:00:00",1,9.03333,9.28333,0.25,Wednesday,542,557,15
6117666160,"2016-04-28 00:00:00",1,6.55,6.93333,0.383333,Thursday,393,416,23
6117666160,"2016-04-29 00:00:00",1,10,10.6,0.6,Friday,600,636,36
6117666160,"2016-05-01 00:00:00",1,8.45,9.58333,1.13333,Sunday,507,575,68
6117666160,"2016-05-05 00:00:00",1,6.53333,6.91667,0.383333,Thursday,392,415,23
6117666160,"2016-05-06 00:00:00",2,10.9667,11.6333,0.666667,Friday,658,698,40
6117666160,"2016-05-07 00:00:00",2,8.3,8.45,0.15,Saturday,498,507,9
6117666160,"2016-05-08 00:00:00",1,9.25,10.05,0.8,Sunday,555,603,48
